fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,acidity_ratio,sugar_acid_ratio,density_alcohol_interaction,sulfur_dioxide_ratio,chloride_acid_product,log_acidity,log_sulphates,random_variation,ph_sulphates,alcohol_squared,density_squared,acid_sulphate_ratio,clarity_score,clarity_grade,wine_clarity,region_id,wine_style_id,flavor_intensity,tannin_level,oak_aging_months,carbonation,country,state,smell,price,color,brand,vintage,grape_variety,wine_type,alcohol_content,region,wine_style,food_pairing,bottle_size_ml
5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,5,2.924281984,0.318181818,11.325444,0.215189873,0.2296,1.887069649,0.548121409,-0.049429555,2.6864,129.96,0.986962772,0.528901734,-0.241497446,-2.371659361,-0.638585825,-0.734810898,-1.151226658,0.87865485,-0.195724979,-0.254374417,-1.229171034,Mexico,Rioja,Spicy,103.6,Rosé,Screaming Eagle,2021,Syrah,Dessert,13,Tuscany,Crisp,Cheese,1500
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,4.78021978,0.12371134,9.75296,0.734693878,0.609,2.272125886,0.457424847,-0.028790912,1.856,96.04,0.99042304,0.518987342,1.422748136,0.590422061,1.092106784,1.030659808,0.988608793,1.781684786,1.548008221,-0.082886984,-0.584493433,Argentina,California,Floral,7.45,Rosé,Screaming Eagle,1993,Syrah,Dessert,13,Bordeaux,Rich,Seafood,1500
7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,6.370967742,0.179775281,8.67129,0.423076923,0.4424,2.186051277,0.625938431,0.024899915,2.8884,75.69,0.99341089,0.128342246,0.593556722,0.904017555,-0.766120831,0.282034219,0.568644616,0.501129276,1.069447388,0.631900339,-2.160912603,Germany,Bordeaux,Woody,9.94,Rosé,Screaming Eagle,2009,Pinot Noir,Rosé,11.5,Bordeaux,Full-bodied,Dessert,1000
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5,4.832214765,0.268292683,9.3624,0.135135135,0.504,2.104134154,0.392042088,-0.008064286,1.5984,88.36,0.992016,0.331081081,1.109699842,0.216624975,-1.017764309,1.227273822,0.166485273,1.203578055,-0.469729796,-0.042267998,-2.20827802,Mexico,Rioja,Earthy,18.46,Red,Moët & Chandon,1997,Pinot Noir,Rosé,11.5,Bordeaux,Crisp,Dessert,1000
7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,4.430379747,0.2375,10.4538,0.272,0.637,2.079441542,0.392042088,0.005783732,1.6512,110.25,0.99121936,0.391891892,-0.264514841,0.734637545,0.360393395,-2.106889115,-1.057836619,0.851409937,0.663273381,1.256878032,-0.729572933,Mexico,Rioja,Earthy,25.36,White,Château Margaux,2004,Cabernet Sauvignon,Red,12.5,Mendoza,Light-bodied,Cheese,500
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,4.621212121,0.323943662,10.561098,0.389830508,0.4331,1.960094784,0.678033543,0.075672487,3.3174,112.36,0.992673469,0.162436548,0.251473609,0.081278422,0.607840339,-0.21208967,-1.019801334,-0.85161724,0.783304237,-0.864172079,-0.203298245,Portugal,Bordeaux,Woody,54.87,Rosé,Moët & Chandon,2014,Cabernet Sauvignon,Red,12.5,Mendoza,Crisp,Seafood,1500
10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,8,7.803030303,0.566371681,12.56976,0.357142857,0.7519,2.424802726,0.598836501,0.003490104,2.6486,158.76,0.99520576,0.175824176,-0.209221874,0.97781555,0.100791073,0.936056168,-0.38856822,-0.319907278,-0.12454848,0.281934303,-0.899857972,Spain,Bordeaux,Earthy,17.14,Rosé,Robert Mondavi,2006,Merlot,White,13.8,Mendoza,Medium-bodied,Seafood,500
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,4.27672956,0.769230769,10.75896,0.578947368,0.408,2.054123734,0.463734016,0.063922593,2.0119,116.64,0.99241444,0.371069182,-0.331308383,-0.778837043,-0.025494129,1.121499212,-1.05751467,0.087204992,1.345117174,0.296200443,-2.143966832,China,Barossa Valley,Woody,40.18,Red,Moët & Chandon,2001,Pinot Noir,Rosé,11.5,Bordeaux,Rich,Pasta,500
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,5,4.966442953,0.357142857,10.4643,0.421052632,0.5698,2.128231706,0.412109651,0.087739709,1.7187,110.25,0.99321156,0.324503311,0.606723059,-0.322028154,-0.48361714,-0.297796156,-1.443200794,-0.977364117,0.6325828,-0.202653263,0.683861114,Brazil,Bordeaux,Floral,40.41,Red,Penfolds,2007,Merlot,White,13.8,Napa Valley,Rich,Cheese,500
6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,4.076433121,0.243243243,9.4715,0.333333333,0.4288,2.00148,0.518793793,0.017379085,2.3528,90.25,0.994009,0.339285714,-1.091700876,-0.336386945,-0.856348518,-0.044606532,0.277515859,0.599084185,0.714549761,-0.569361192,-0.658175274,Canada,California,Fruity,130.36,White,Penfolds,2007,Cabernet Sauvignon,Red,12.5,Bordeaux,Rich,Dessert,750
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,5,3.373493976,0.378787879,12.804024,0.4375,0.3696,1.887069649,0.457424847,0.05253272,2.0416,166.41,0.985175354,0.417721519,-0.592355956,1.127908993,0.797850701,0.468540162,0.014287212,-1.923216286,-0.838580659,1.416834082,1.002809752,Portugal,California,Woody,119.24,White,Château Margaux,2021,Syrah,Dessert,13,Tuscany,Full-bodied,Pasta,1000
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,4.62006079,0.220930233,10.26807,0.24137931,0.6536,2.151762203,0.378436436,0.037957758,1.5502,106.09,0.99380961,0.441780822,0.466670982,0.839349114,1.892191761,1.391920888,0.609238831,0.793262496,-0.228784344,-1.931452289,-0.892464968,Italy,Rioja,Floral,89.45,White,Screaming Eagle,2011,Chardonnay,Sparkling,14.2,Tuscany,Light-bodied,Cheese,1500
11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7,8.226950355,0.119047619,9.873765,0.523809524,1.102,2.533696814,0.565313809,-0.012952107,2.2952,98.01,0.994707023,0.232954545,-1.535572123,-0.457633249,1.672265904,-0.337815094,0.3023229,-0.179630373,-0.47084983,-1.154636949,-1.685492393,Hungary,Bordeaux,Woody,119.12,Rosé,Robert Mondavi,1997,Syrah,Dessert,13,Barossa Valley,Full-bodied,Pasta,750
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,4.131736527,0.265822785,9.58512,0.235294118,0.552,2.066862759,0.536493371,0.031481442,2.6128,92.16,0.996902403,0.391812865,0.560919448,-0.048088507,0.889153825,-1.079532852,0.88239709,-0.216418712,0.226542751,0.153528457,0.278204596,Hungary,California,Fruity,23.94,Red,Château Margaux,1992,Syrah,Dessert,13,Barossa Valley,Crisp,Seafood,1500
10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,7.162162162,0.189655172,11.6649,0.285714286,1.1766,2.451005098,0.506817602,0.077557599,2.1516,136.89,0.994009,0.289156627,-0.193826139,0.692855756,0.399317602,-0.837405725,1.00641104,0.921936378,-0.748811671,0.141989451,-0.627036509,Spain,Tuscany,Floral,88.04,Red,Moët & Chandon,2021,Chardonnay,Sparkling,14.2,Tuscany,Full-bodied,Pasta,750
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,3.586956522,0.302631579,12.24096,0.653061224,0.3894,2.028148247,0.444685821,0.087767042,1.9712,151.29,0.99042304,0.538461538,0.05993263,0.894647188,-0.513900627,-1.481145725,-0.06477226,0.041541841,-0.36711417,-1.504148531,-0.734951877,Italy,Rioja,Spicy,84.6,White,Moët & Chandon,2006,Cabernet Sauvignon,Red,12.5,Barossa Valley,Full-bodied,Seafood,500
11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,8.169014085,0.261904762,9.2092,0.333333333,1.218,2.533696814,0.667829373,-0.031134976,3.04,84.64,1.002001,0.215384615,-0.473839347,0.664927162,-0.017006074,0.143306305,-1.004079633,0.447696266,-0.374622819,-0.371064029,-0.69294323,Portugal,Rioja,Spicy,42.42,White,Moët & Chandon,1997,Cabernet Sauvignon,Red,12.5,Mendoza,Rich,Steak,375
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,4.09495549,0.316455696,10.56396,0.578947368,0.7245,2.066862759,0.451075619,0.092613909,1.9722,112.36,0.99321156,0.436305732,0.484732817,-0.039019519,0.923508616,1.50084303,-1.141941819,-0.679905897,0.860332559,0.642278257,-0.261567223,Canada,Barossa Valley,Spicy,85.8,Rosé,Robert Mondavi,2013,Cabernet Sauvignon,Red,12.5,Barossa Valley,Light-bodied,Cheese,500
7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,6.030534351,0.213483146,12.519864,0.378378378,0.5214,2.186051277,0.444685821,0.001900174,1.9096,158.76,0.98732045,0.198717949,-0.86108791,-1.373402889,1.196910949,-1.134171145,1.608067247,-0.421130235,0.127173919,0.441908922,-0.324979444,Australia,California,Earthy,57.73,Red,Château Margaux,2003,Cabernet Sauvignon,Red,12.5,Napa Valley,Crisp,Pasta,750
8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,4.501278772,0.183673469,9.563136,0.25,0.66,2.282382386,0.364643114,-0.048417223,1.452,92.16,0.992334746,0.663194444,-0.456120827,-1.43267129,-0.797113566,-0.822855902,-0.17117937,0.807739556,-0.682935106,-0.569630077,-0.046624765,China,Rioja,Woody,24.35,White,Screaming Eagle,2019,Pinot Noir,Rosé,11.5,Bordeaux,Full-bodied,Cheese,375
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,7.581699346,0.28968254,11.4747,0.4,1.4036,2.533696814,0.553885113,0.057905544,2.257,132.25,0.99560484,0.304597701,-0.919384592,-0.581782033,-0.069633453,0.333369851,-1.323951084,-1.029610971,-0.283686221,-1.654510395,-0.287702888,Mexico,Barossa Valley,Spicy,142.94,Rosé,Robert Mondavi,2004,Cabernet Sauvignon,Red,12.5,Napa Valley,Rich,Dessert,500
7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5,5,4.398826979,0.211764706,9.4658,0.234375,2.7,2.140066163,0.951657876,-0.037686808,4.77,90.25,0.99281296,0.272200772,0.123204807,0.177750106,-0.939463242,0.707231374,-1.768131033,0.325259498,-0.861443429,1.044980495,1.321211126,Mexico,Bordeaux,Earthy,41.79,Red,Robert Mondavi,1997,Chardonnay,Sparkling,14.2,Mendoza,Rich,Seafood,500
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,9.483282675,0.253012048,11.134965,0.416666667,1.482,2.809402695,0.553885113,-0.021627909,2.1608,123.21,1.006309923,0.370689655,-0.37519638,-1.968923142,-0.539591221,-0.668454911,0.526981391,-0.854624642,0.646320163,-0.575308608,0.754085805,South Africa,Barossa Valley,Earthy,92.88,Rosé,Screaming Eagle,2003,Cabernet Sauvignon,Red,12.5,Mendoza,Full-bodied,Dessert,500
10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6,7.714285714,0.186440678,9.28512,0.388888889,0.9072,2.468099531,0.512823626,-0.055528792,2.0636,86.49,0.99680256,0.239520958,-1.085825129,-0.739371407,-0.500197817,-1.372079187,1.569628587,-0.367022615,0.452274378,0.639737507,0.77477339,France,California,Earthy,37.24,Red,Screaming Eagle,2019,Chardonnay,Sparkling,14.2,Tuscany,Rich,Steak,750
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,4.024390244,0.802631579,10.270954,0.14,0.5478,2.028148247,0.518793793,0.001600207,2.278,106.09,0.994367952,0.380952381,0.093372374,1.021515393,-0.748799796,0.193406367,-1.005315126,-0.406029154,-0.39129989,0.191993789,0.75775478,Canada,Bordeaux,Spicy,139.63,Rosé,Penfolds,2015,Chardonnay,Sparkling,14.2,Tuscany,Light-bodied,Pasta,375
8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,5.620915033,0.208333333,10.16634,0.25,0.86,2.261763098,0.444685821,-0.025693346,1.792,104.04,0.99341089,0.33974359,-0.009300321,0.258661148,-0.013304635,2.441221722,-1.311549138,-0.259221813,-0.03147137,-1.730222126,0.805897777,Mexico,California,Earthy,41.16,Red,Robert Mondavi,1998,Chardonnay,Sparkling,14.2,Barossa Valley,Crisp,Pasta,1000
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,6,4.458598726,0.25,9.369544,0.260869565,1.33,2.079441542,0.470003629,0.00888505,1.986,88.36,0.993530498,0.35625,0.260280507,0.568103205,0.193379452,1.187077679,-1.377295489,0.143405961,-0.812169472,0.079202929,1.770641872,USA,Rioja,Floral,84.21,Rosé,Robert Mondavi,1991,Merlot,White,13.8,Mendoza,Crisp,Cheese,750
9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,5.578635015,0.230769231,9.37932,0.159722222,0.7708,2.341805806,0.438254931,-0.028123339,1.804,88.36,0.99560484,0.441935484,-0.155898178,1.290644461,0.273118434,-0.113812538,1.015627884,0.645797642,-0.8250973,-0.372562281,-3.635200228,USA,California,Floral,8.32,Red,Robert Mondavi,2019,Syrah,Dessert,13,Bordeaux,Rich,Pasta,1500
8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,4.777777778,0.239583333,9.87921,0.375,0.7224,2.261763098,0.392042088,0.087613522,1.632,98.01,0.99580441,0.540540541,0.679373283,1.191899334,-0.169852358,1.17994213,-0.067446559,-0.390409186,1.675636294,0.452496456,-0.36833271,Canada,Bordeaux,Fruity,16.33,Rosé,Château Margaux,2009,Cabernet Sauvignon,Red,12.5,Barossa Valley,Crisp,Seafood,1500
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,4.569536424,0.253164557,11.137056,0.565217391,0.4968,2.066862759,0.609765572,0.016722839,2.856,125.44,0.988791584,0.277173913,-0.763286104,-0.632880275,-0.487633421,1.359297599,-0.425817998,-0.989650966,-0.57700444,0.200394785,-1.146783099,China,Tuscany,Earthy,55.79,Red,Penfolds,2013,Chardonnay,Sparkling,14.2,Bordeaux,Medium-bodied,Steak,500
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,4.465408805,0.283950617,9.675168,0.252631579,0.5822,2.091864062,0.425267735,0.035387597,1.8815,94.09,0.994886554,0.385620915,1.23581162,2.01527511,0.691618575,1.897887293,-0.455171784,-0.944908723,-0.990013714,-1.885864618,-0.511105212,Japan,California,Floral,38.11,Rosé,Robert Mondavi,2009,Merlot,White,13.8,Tuscany,Crisp,Pasta,1000
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,6,8.75,0.155737705,9.7804,0.278688525,0.84,2.501435952,0.457424847,0.076151493,1.8328,96.04,0.996004,0.17721519,-0.645964179,0.425444864,0.507020272,-1.433805824,1.652913051,-0.037563509,-1.912851353,0.02447967,0.29613359,Spain,Barossa Valley,Floral,7.5,White,Robert Mondavi,2011,Merlot,White,13.8,Mendoza,Rich,Pasta,1500
9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,6.266666667,0.346153846,10.68609,0.333333333,0.7708,2.341805806,0.418710335,0.001487807,1.7108,114.49,0.99740169,0.328947368,0.207267329,-0.320297805,0.409438531,0.297876191,-1.158603264,-0.359285304,-0.406151417,1.516288451,-1.058858009,Canada,California,Floral,88.09,White,Screaming Eagle,2021,Cabernet Sauvignon,Red,12.5,Napa Valley,Light-bodied,Pasta,1500
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,3.75,0.506849315,11.253218,0.581818182,0.6489,1.987874348,0.506817602,-0.043899129,2.3166,127.69,0.99173714,0.409638554,-0.3692072,1.103933547,-0.720970108,0.975823337,0.746023953,-0.693766607,-0.014944079,-1.215937818,1.56545466,Mexico,Barossa Valley,Earthy,62.03,Rosé,Penfolds,1997,Merlot,White,13.8,Barossa Valley,Full-bodied,Steak,500
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,4.585987261,0.280487805,10.255092,0.432432432,0.5832,2.104134154,0.470003629,-0.070685725,2.028,106.09,0.99129901,0.35625,0.408607308,1.162838578,-0.365280858,0.142044479,-1.92556736,-0.533844644,-1.793153502,-0.725918086,-1.404316417,USA,Bordeaux,Spicy,107.76,Red,Penfolds,2016,Pinot Noir,Rosé,11.5,Bordeaux,Crisp,Steak,750
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,7.054263566,0.202970297,11.643372,0.464285714,0.5733,2.312535424,0.609765572,0.002981518,2.7384,136.89,0.990343426,0.157608696,0.619711446,0.243657224,-0.64936482,0.381352835,1.588447176,0.499558908,0.506534391,-0.80122036,-0.351334935,USA,Bordeaux,Woody,93.23,Red,Robert Mondavi,1992,Syrah,Dessert,13,Napa Valley,Medium-bodied,Cheese,750
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,4.4375,0.222222222,9.87228,0.457142857,0.5254,2.091864062,0.530628251,-0.075968498,2.429,98.01,0.99440784,0.352941176,0.919154174,-0.127654682,0.351165468,0.257253421,0.676507476,-0.828180564,0.825557075,1.196763225,1.845399681,China,Barossa Valley,Fruity,100.39,Rosé,Moët & Chandon,2020,Chardonnay,Sparkling,14.2,Napa Valley,Medium-bodied,Cheese,375
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5,8.2,0.165413534,9.60192,0.333333333,1.0947,2.587764035,0.364643114,-0.020764396,1.4036,92.16,1.00040004,0.347222222,-0.190039035,-0.086069693,0.608735589,1.002236167,0.016374242,-0.200571181,1.302928422,0.066141115,1.293989213,Greece,Bordeaux,Spicy,7.22,White,Moët & Chandon,1993,Merlot,White,13.8,Napa Valley,Crisp,Dessert,750
5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,3.373493976,0.333333333,12.720384,0.25,0.4872,1.887069649,0.488580015,0.089884326,2.3373,163.84,0.987598688,0.404907975,-2.246889334,-2.38692987,0.139497796,-1.307776565,0.89184058,-0.279350247,-0.908066971,0.818313736,0.795021459,Argentina,Barossa Valley,Fruity,26.49,White,Château Margaux,2008,Chardonnay,Sparkling,14.2,Mendoza,Full-bodied,Steak,1000
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6,8.11023622,0.123893805,11.737578,0.333333333,0.4841,2.424802726,0.412109651,-0.017432607,1.6116,139.24,0.989447984,0.178807947,-0.263448216,-0.068123425,0.380778071,-2.245585898,1.542806774,-1.477164416,-1.188384671,1.459160994,-1.000138921,Portugal,Bordeaux,Spicy,125.12,Red,Robert Mondavi,2021,Syrah,Dessert,13,Bordeaux,Medium-bodied,Pasta,750
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,4.965034965,0.679012346,10.47165,0.217054264,0.5041,2.091864062,0.536493371,0.023691646,2.4282,110.25,0.99460729,0.251461988,-0.137448515,-0.16563141,0.326855401,-0.747455654,-0.504422683,0.143417631,-1.341259727,0.23152848,0.566057459,Austria,Tuscany,Floral,118.64,White,Screaming Eagle,1998,Merlot,White,13.8,Napa Valley,Light-bodied,Steak,750
13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,8.823529412,0.331034483,13.0234,0.294871795,1.62,2.674148649,0.570979547,-0.007996926,2.4486,169,1.00360324,0.299435028,-0.905732301,-1.567859425,2.275825428,-0.179514575,0.583883022,-0.614038162,0.223523763,0.430739934,0.473045273,China,California,Fruity,37.02,Rosé,Screaming Eagle,2021,Cabernet Sauvignon,Red,12.5,Mendoza,Light-bodied,Seafood,750
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5,4.739884393,0.184782609,9.4696,0.357142857,0.6068,2.219203484,0.418710335,-0.103669512,1.664,90.25,0.99361024,0.480263158,0.347676484,0.996118215,-0.326673248,-0.205766994,-0.982019497,0.400737254,-0.172813352,-1.10718327,0.564864132,Japan,Bordeaux,Floral,96.51,White,Château Margaux,2013,Chardonnay,Sparkling,14.2,Tuscany,Light-bodied,Seafood,500
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5,6,0.216981132,9.69709,0.388888889,0.7584,2.360854001,0.451075619,0.00546974,1.995,94.09,0.99940009,0.382165605,0.26587823,-1.264498407,0.876173932,0.872817083,0.581723365,-0.310971466,0.869572519,2.054095583,-0.462644742,Chile,Bordeaux,Spicy,13.98,White,Robert Mondavi,2019,Pinot Noir,Rosé,11.5,Bordeaux,Crisp,Dessert,1500
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,4.146341463,0.346153846,11.247794,0.441176471,0.8364,2.054123734,0.488580015,-0.035250593,2.1672,127.69,0.990781344,0.392638037,-0.230524625,-1.157116619,1.500274609,1.083583103,-1.314878664,-0.204707234,1.409045966,0.286273337,0.235787064,France,Tuscany,Floral,75.09,Red,Penfolds,1997,Merlot,White,13.8,Barossa Valley,Full-bodied,Pasta,1500
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,5.147928994,0.309278351,11.60232,0.280487805,0.7482,2.272125886,0.553885113,-0.04306421,2.5752,134.56,1.00040004,0.396551724,0.622207144,0.839468505,1.573734217,-0.096760103,0.571141242,-1.381769189,1.113862398,0.077374283,0.599643641,Australia,Barossa Valley,Spicy,124.32,Red,Château Margaux,1997,Cabernet Sauvignon,Red,12.5,Barossa Valley,Rich,Steak,750
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,3.902439024,0.243243243,9.769522,0.4375,0.5184,2.00148,0.506817602,0.024622563,2.3694,96.04,0.993789672,0.385542169,-0.502974771,0.299647688,-2.83303029,-0.44360683,-0.706669104,-0.659324135,1.734762793,-1.483805855,2.256752472,South Africa,Bordeaux,Fruity,123.93,Red,Penfolds,1994,Pinot Noir,Rosé,11.5,Bordeaux,Crisp,Dessert,375
8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,6.79389313,0.202020202,9.67187,0.302325581,0.9879,2.292534757,0.425267735,0.035700025,1.7278,94.09,0.99420841,0.202614379,0.082439753,1.026986263,0.286774112,0.245038664,-3.241513825,0.368497587,0.584953493,-1.149179602,-0.212458725,Italy,California,Woody,8.1,Red,Château Margaux,2018,Pinot Noir,Rosé,11.5,Tuscany,Light-bodied,Pasta,375
7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,4.968152866,0.261363636,12.625959,0.739130435,0.507,2.174751721,0.553885113,-0.021009341,2.5604,161.29,0.988373989,0.327586207,-0.062191017,-0.781156378,-0.097525384,-0.012043553,-0.64899852,0.013420485,0.528634815,1.438195585,0.880806853,China,California,Fruity,57.62,White,Moët & Chandon,1999,Chardonnay,Sparkling,14.2,Bordeaux,Full-bodied,Cheese,375
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,4.451038576,0.294117647,10.859888,0.5,0.435,2.140066163,0.438254931,-0.067222526,1.859,118.81,0.992653542,0.441935484,-0.334077231,1.598538112,0.952478157,-0.057397464,-1.366198338,-0.954438626,1.157519606,0.598595091,1.285759037,USA,California,Earthy,71.14,Red,Château Margaux,2011,Cabernet Sauvignon,Red,12.5,Barossa Valley,Full-bodied,Dessert,500
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,5.373134328,0.304878049,11.06226,0.377192982,0.648,2.104134154,0.58221562,-0.009516934,2.6228,123.21,0.99321156,0.189944134,0.670480617,-0.315086731,1.322744467,0.449827214,-0.113158494,-1.139061508,-0.571735823,0.399004759,1.301129852,Argentina,Barossa Valley,Spicy,114.46,White,Château Margaux,2000,Pinot Noir,Rosé,11.5,Napa Valley,Light-bodied,Cheese,1000
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,5,5.689655172,0.23853211,9.7804,0.269230769,0.7722,2.388762789,0.412109651,-0.001881735,1.6728,96.04,0.996004,0.490066225,0.497743089,1.009471789,0.728518644,-0.97930023,-0.87419927,-0.154690331,-1.807589649,0.883624549,1.861914878,Mexico,Barossa Valley,Floral,47.37,White,Château Margaux,2012,Cabernet Sauvignon,Red,12.5,Barossa Valley,Crisp,Dessert,1000
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,2.942779292,0.1875,12.9012,0.138297872,0.2484,1.85629799,0.615185639,0.002910436,3.0345,169,0.98485776,0.451351351,-0.796025857,0.505589242,-0.048965031,-1.840266385,0.091124867,0.180305051,0.412071137,-0.242288098,0.165025262,Argentina,Barossa Valley,Fruity,29.07,White,Screaming Eagle,2002,Cabernet Sauvignon,Red,12.5,Mendoza,Light-bodied,Pasta,500
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,5.782312925,0.2,11.046498,0.461538462,0.493,2.251291799,0.615185639,-0.004486785,2.686,123.21,0.990383232,0.254054054,0.255383756,-0.268645753,0.516644446,-0.759673018,-0.299877474,-0.102648573,0.707791614,1.682888389,-0.407660579,Hungary,Tuscany,Fruity,111.68,Red,Penfolds,2005,Pinot Noir,Rosé,11.5,Barossa Valley,Full-bodied,Cheese,1000
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,5.649350649,0.257731959,9.27768,0.21875,0.8439,2.272125886,0.470003629,0.002786246,1.962,86.49,0.99520576,0.3375,-0.600423566,-1.176173337,0.655892138,1.137381098,1.190474985,-2.061405424,-1.414463011,-0.911782288,-0.210488031,Australia,Tuscany,Woody,88.77,Rosé,Screaming Eagle,1996,Syrah,Dessert,13,Bordeaux,Rich,Pasta,375
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,4.085365854,0.272727273,10.849642,0.091666667,0.536,2.041220329,0.530628251,0.027502605,2.352,118.81,0.990781344,0.376470588,-1.296116664,-0.686279136,-0.569148199,0.662536033,0.33396515,-0.741162669,2.374466283,1.31504806,-0.608591806,France,Barossa Valley,Woody,34.41,White,Château Margaux,1994,Cabernet Sauvignon,Red,12.5,Tuscany,Crisp,Seafood,750
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,7,5.255474453,0.243902439,11.24011,0.517241379,0.4464,2.104134154,0.548121409,0.033144063,2.3579,127.69,0.98942809,0.213872832,-0.20661128,-2.017338798,0.052526368,0.703492148,-1.419877164,-0.878121704,-0.96539621,-1.250025656,1.432078604,Italy,Barossa Valley,Earthy,33.4,Rosé,Moët & Chandon,2001,Syrah,Dessert,13,Bordeaux,Rich,Dessert,750
9,0.82,0.05,2.4,0.081,26,96,0.99814,3.36,0.53,10,5,4.945054945,0.24,9.9814,0.268041237,0.729,2.302585093,0.425267735,0.019009893,1.7808,100,0.99628346,0.535947712,-0.957150915,1.362562853,0.015682236,-0.414630509,1.142207393,0.960613233,-1.375149392,0.104542246,0.080385039,Argentina,Barossa Valley,Floral,47.85,Red,Moët & Chandon,2021,Cabernet Sauvignon,Red,12.5,Bordeaux,Crisp,Pasta,750
